cpg_id,original_index,CHR,MAPINFO,chr_order,genome_rank,chromosome_label,chromosome_block,within_chromosome_rank
cg02855981,222,2,26204237.0,2.0,148,2,2,16
cg20091297,226,2,37572423.0,2.0,149,2,2,17
cg01184449,228,2,42396170.0,2.0,150,2,2,18
cg05208381,229,2,45870771.0,2.0,151,2,2,19
cg11501862,230,2,46524365.0,2.0,152,2,2,20
cg24539668,231,2,47499521.0,2.0,153,2,2,21
cg11692772,232,2,48667747.0,2.0,154,2,2,22
cg02470697,233,2,48844916.0,2.0,155,2,2,23
cg08556541,234,2,54861563.0,2.0,156,2,2,24
cg18349258,235,2,55844203.0,2.0,157,2,2,25
cg12180123,237,2,60983194.0,2.0,158,2,2,26
cg00408964,238,2,64245679.0,2.0,159,2,2,27
cg13451280,240,2,68870812.0,2.0,160,2,2,28
cg01926706,242,2,70521984.0,2.0,161,2,2,29
cg03875632,247,2,74684566.0,2.0,162,2,2,30
cg06621027,250,2,80179759.0,2.0,163,2,2,31
cg00257047,251,2,88849457.0,2.0,164,2,2,32
cg17844035,253,2,96427173.0,2.0,165,2,2,33
cg03219514,256,2,98350753.0,2.0,166,2,2,34
cg26347089,257,2,98928689.0,2.0,167,2,2,35
cg02079111,260,2,105885981.0,2.0,168,2,2,36
cg01785449,261,2,105954330.0,2.0,169,2,2,37
cg26585007,263,2,112655072.0,2.0,170,2,2,38
cg13053817,266,2,113915312.0,2.0,171,2,2,39
cg15356320,270,2,127818000.0,2.0,172,2,2,40
cg11957777,271,2,128015142.0,2.0,173,2,2,41
cg05824768,272,2,128331478.0,2.0,174,2,2,42
cg18012383,273,2,130939151.0,2.0,175,2,2,43
cg10121518,274,2,131794483.0,2.0,176,2,2,44
cg19589919,276,2,135476701.0,2.0,177,2,2,45
cg07508773,285,2,160143020.0,2.0,178,2,2,46
cg16877087,287,2,161504834.0,2.0,179,2,2,47
cg04004632,289,2,162272604.0,2.0,180,2,2,48
cg18395675,290,2,168149401.0,2.0,181,2,2,49
cg04105250,293,2,171679114.0,2.0,182,2,2,50
cg13526756,294,2,175595575.0,2.0,183,2,2,51
cg18440474,295,2,175869653.0,2.0,184,2,2,52
cg14390568,299,2,187625485.0,2.0,185,2,2,53
cg00982548,302,2,198649783.0,2.0,186,2,2,54
cg10547527,304,2,198650123.0,2.0,187,2,2,55
cg01413546,305,2,200323768.0,2.0,188,2,2,56
cg10517317,306,2,208352906.0,2.0,189,2,2,57
cg26232945,307,2,208798601.0,2.0,190,2,2,58
cg13765685,309,2,218196152.0,2.0,191,2,2,59
cg20398120,310,2,219696690.0,2.0,192,2,2,60
cg21665557,312,2,220427342.0,2.0,193,2,2,61
cg07873848,314,2,223288635.0,2.0,194,2,2,62
cg16598292,315,2,223536291.0,2.0,195,2,2,63
cg00727310,316,2,227662704.0,2.0,196,2,2,64
cg19187155,321,2,232395269.0,2.0,197,2,2,65
cg06272010,322,2,233924801.0,2.0,198,2,2,66
cg18543018,324,2,236961065.0,2.0,199,2,2,67
cg16791143,326,2,239889357.0,2.0,200,2,2,68
cg17030841,327,2,240323363.0,2.0,201,2,2,69
cg07105412,328,2,241197370.0,2.0,202,2,2,70
cg03477904,330,2,242040840.0,2.0,203,2,2,71
cg13388615,332,2,242878809.0,2.0,204,2,2,72
cg03915645,333,3,9344441.0,3.0,205,3,3,1
cg25146976,334,3,9550667.0,3.0,206,3,3,2
cg22581219,337,3,12837996.0,3.0,207,3,3,3
cg04842790,338,3,13203290.0,3.0,208,3,3,4
cg18313416,339,3,13420961.0,3.0,209,3,3,5
cg11099600,341,3,14558454.0,3.0,210,3,3,6
cg17387903,342,3,24875040.0,3.0,211,3,3,7
cg27569887,344,3,30045896.0,3.0,212,3,3,8
cg01962018,347,3,39424819.0,3.0,213,3,3,9
cg09695948,348,3,39470478.0,3.0,214,3,3,10
cg25112848,349,3,39470521.0,3.0,215,3,3,11
cg23231268,354,3,46792462.0,3.0,216,3,3,12
cg00721062,355,3,46797928.0,3.0,217,3,3,13
cg17581925,356,3,46798240.0,3.0,218,3,3,14
cg04122858,357,3,46799010.0,3.0,219,3,3,15
cg21593952,358,3,46801208.0,3.0,220,3,3,16
cg00373275,359,3,46875226.0,3.0,221,3,3,17
cg04507495,360,3,47563649.0,3.0,222,3,3,18
cg16357930,361,3,48465206.0,3.0,223,3,3,19
cg24032752,362,3,50388670.0,3.0,224,3,3,20
cg24616795,366,3,53032891.0,3.0,225,3,3,21
cg26129759,368,3,53926056.0,3.0,226,3,3,22
cg18697348,369,3,53926080.0,3.0,227,3,3,23
cg00777555,373,3,57583074.0,3.0,228,3,3,24
cg19049316,374,3,61237063.0,3.0,229,3,3,25
cg05362669,375,3,61547285.0,3.0,230,3,3,26
cg03520983,376,3,61547287.0,3.0,231,3,3,27
cg10597192,377,3,64227700.0,3.0,232,3,3,28
cg09616536,378,3,64670013.0,3.0,233,3,3,29
cg17626022,379,3,64673914.0,3.0,234,3,3,30
cg13895544,380,3,66550922.0,3.0,235,3,3,31
cg02135728,386,3,97486613.0,3.0,236,3,3,32
cg24153548,387,3,100119764.0,3.0,237,3,3,33
cg06210969,389,3,120067732.0,3.0,238,3,3,34
cg14567877,392,3,123071300.0,3.0,239,3,3,35
cg15993383,393,3,123167507.0,3.0,240,3,3,36
cg00890840,394,3,123603455.0,3.0,241,3,3,37
cg09597785,399,3,126194459.0,3.0,242,3,3,38
cg17295957,401,3,127006803.0,3.0,243,3,3,39
cg02727530,403,3,128712175.0,3.0,244,3,3,40
cg20264543,404,3,128787213.0,3.0,245,3,3,41
cg16330550,407,3,137365844.0,3.0,246,3,3,42
cg00826921,408,3,143692146.0,3.0,247,3,3,43
cg06749174,411,3,170627029.0,3.0,248,3,3,44
cg16170237,412,3,171161784.0,3.0,249,3,3,45
cg08366277,414,3,172429092.0,3.0,250,3,3,46
cg16202598,415,3,179322434.0,3.0,251,3,3,47
cg10152627,416,3,182218332.0,3.0,252,3,3,48
cg21794419,418,3,182973032.0,3.0,253,3,3,49
cg00902763,419,3,183750690.0,3.0,254,3,3,50
cg16289175,420,3,183898788.0,3.0,255,3,3,51
cg07780856,421,3,183967543.0,3.0,256,3,3,52
cg25777212,422,3,184429389.0,3.0,257,3,3,53
cg22984571,423,3,186490656.0,3.0,258,3,3,54
cg00951972,424,3,186490777.0,3.0,259,3,3,55
cg17809494,425,3,188572244.0,3.0,260,3,3,56
cg15260248,426,3,189829092.0,3.0,261,3,3,57
cg27295197,427,3,193721047.0,3.0,262,3,3,58
cg06726099,429,3,195940674.0,3.0,263,3,3,59
cg18558476,431,3,197145694.0,3.0,264,3,3,60
cg26396290,432,3,197246837.0,3.0,265,3,3,61
cg16619777,433,4,503198.0,4.0,266,4,4,1
cg00462007,434,4,582634.0,4.0,267,4,4,2
cg14524897,435,4,890520.0,4.0,268,4,4,3
cg01802687,436,4,1320135.0,4.0,269,4,4,4
cg19621877,438,4,1393418.0,4.0,270,4,4,5
cg11174255,439,4,1513259.0,4.0,271,4,4,6
cg16262559,440,4,1535729.0,4.0,272,4,4,7
cg22112476,442,4,1714772.0,4.0,273,4,4,8
cg12503110,446,4,2760420.0,4.0,274,4,4,9
cg07857119,447,4,3643959.0,4.0,275,4,4,10
cg13105766,449,4,3881390.0,4.0,276,4,4,11
cg09866119,450,4,4291695.0,4.0,277,4,4,12
cg11857013,452,4,6596344.0,4.0,278,4,4,13
cg09058931,453,4,6611636.0,4.0,279,4,4,14
cg10281378,457,4,8651225.0,4.0,280,4,4,15
cg25106707,459,4,15341523.0,4.0,281,4,4,16
cg00588499,462,4,24227960.0,4.0,282,4,4,17
cg15650745,463,4,24274965.0,4.0,283,4,4,18
cg11099684,464,4,26402889.0,4.0,284,4,4,19
cg26865481,466,4,41206196.0,4.0,285,4,4,20
cg01254575,469,4,44451009.0,4.0,286,4,4,21
cg07266616,472,4,55093241.0,4.0,287,4,4,22
cg17286640,473,4,55991202.0,4.0,288,4,4,23
cg04026044,477,4,74452103.0,4.0,289,4,4,24
cg23973123,479,4,81207949.0,4.0,290,4,4,25
cg26363580,480,4,82393369.0,4.0,291,4,4,26
cg00658367,485,4,101732612.0,4.0,292,4,4,27
cg14129775,486,4,107957941.0,4.0,293,4,4,28
cg06981781,487,4,110842888.0,4.0,294,4,4,29
cg26147311,489,4,114748506.0,4.0,295,4,4,30
cg04264549,490,4,128543924.0,4.0,296,4,4,31
cg11149566,491,4,129260147.0,4.0,297,4,4,32
cg25428846,492,4,141107931.0,4.0,298,4,4,33
cg22850925,495,4,146743669.0,4.0,299,4,4,34
cg06214807,496,4,146858930.0,4.0,300,4,4,35
cg07275757,498,4,149189974.0,4.0,301,4,4,36
cg05926478,499,4,151174724.0,4.0,302,4,4,37
cg00217225,500,4,153213645.0,4.0,303,4,4,38
cg13198594,501,4,169239550.0,4.0,304,4,4,39
cg07410872,503,4,174451455.0,4.0,305,4,4,40
cg09593291,504,4,179734220.0,4.0,306,4,4,41
cg08448170,505,4,183769251.0,4.0,307,4,4,42
cg19136454,508,4,187404958.0,4.0,308,4,4,43
cg20421996,509,4,187499376.0,4.0,309,4,4,44
cg13340126,510,5,502034.0,5.0,310,5,5,1
cg07855874,511,5,965717.0,5.0,311,5,5,2
cg26054540,512,5,1009204.0,5.0,312,5,5,3
cg25388971,513,5,1085895.0,5.0,313,5,5,4
cg20779239,514,5,1156453.0,5.0,314,5,5,5
cg20471798,515,5,1405330.0,5.0,315,5,5,6
cg10420578,516,5,1430867.0,5.0,316,5,5,7
cg20742562,517,5,1800684.0,5.0,317,5,5,8
cg01987362,518,5,1827066.0,5.0,318,5,5,9
cg14970046,519,5,1880021.0,5.0,319,5,5,10
cg02005490,520,5,1959850.0,5.0,320,5,5,11
cg18699526,521,5,2132878.0,5.0,321,5,5,12
cg04492807,522,5,2225108.0,5.0,322,5,5,13
cg05523057,524,5,2668571.0,5.0,323,5,5,14
cg09203716,525,5,3536156.0,5.0,324,5,5,15
cg27048363,526,5,6348254.0,5.0,325,5,5,16
cg10502571,527,5,6572919.0,5.0,326,5,5,17
cg07391392,528,5,7826900.0,5.0,327,5,5,18
cg25484373,531,5,10250304.0,5.0,328,5,5,19
cg11410032,532,5,10972070.0,5.0,329,5,5,20
cg03872649,534,5,14012034.0,5.0,330,5,5,21
cg26267481,538,5,33440240.0,5.0,331,5,5,22
cg20820249,539,5,37379267.0,5.0,332,5,5,23
cg10938702,540,5,43039867.0,5.0,333,5,5,24
cg05551979,541,5,43040548.0,5.0,334,5,5,25
cg03723510,542,5,43040559.0,5.0,335,5,5,26
cg07136635,543,5,52096641.0,5.0,336,5,5,27
cg01768981,545,5,54529226.0,5.0,337,5,5,28
cg27568809,546,5,55291388.0,5.0,338,5,5,29
cg08500112,549,5,59086432.0,5.0,339,5,5,30
cg10909625,556,5,76370281.0,5.0,340,5,5,31
cg08821656,557,5,76373091.0,5.0,341,5,5,32
cg13632070,559,5,79552065.0,5.0,342,5,5,33
cg00235933,560,5,79865808.0,5.0,343,5,5,34
cg20414996,561,5,79865995.0,5.0,344,5,5,35
cg25342875,564,5,93076910.0,5.0,345,5,5,36
cg18420790,567,5,111093913.0,5.0,346,5,5,37
cg15165084,571,5,125759291.0,5.0,347,5,5,38
cg04280969,574,5,126626092.0,5.0,348,5,5,39
cg21138501,577,5,137800068.0,5.0,349,5,5,40
cg23382149,578,5,138155416.0,5.0,350,5,5,41
cg14677912,579,5,140019017.0,5.0,351,5,5,42
cg24131891,584,5,150036399.0,5.0,352,5,5,43
cg07261920,587,5,156885069.0,5.0,353,5,5,44
cg14658804,591,5,168728213.0,5.0,354,5,5,45
cg10473508,594,5,172068142.0,5.0,355,5,5,46
cg01776188,595,5,172664082.0,5.0,356,5,5,47
cg19466180,598,5,176170478.0,5.0,357,5,5,48
cg12888080,599,5,176289125.0,5.0,358,5,5,49
cg00483154,600,5,176943504.0,5.0,359,5,5,50
cg00524694,601,5,177387682.0,5.0,360,5,5,51
cg03127127,602,5,178053470.0,5.0,361,5,5,52
cg18652367,605,5,180017689.0,5.0,362,5,5,53
cg00514575,606,5,180231155.0,5.0,363,5,5,54
cg02352685,607,5,180377617.0,5.0,364,5,5,55
cg18665209,608,5,180397332.0,5.0,365,5,5,56
cg19850149,609,5,180397496.0,5.0,366,5,5,57
cg26181490,610,5,180634758.0,5.0,367,5,5,58
cg05920998,611,6,656504.0,6.0,368,6,6,1
cg08433110,612,6,1684468.0,6.0,369,6,6,2
cg05155977,614,6,3180625.0,6.0,370,6,6,3
cg25211525,615,6,3751739.0,6.0,371,6,6,4
cg10596692,620,6,10633457.0,6.0,372,6,6,5
cg15289427,627,6,24911001.0,6.0,373,6,6,6
cg15969227,630,6,26745279.0,6.0,374,6,6,7
cg03359964,631,6,27125955.0,6.0,375,6,6,8
cg16976310,632,6,27862785.0,6.0,376,6,6,9
cg19592336,633,6,28129416.0,6.0,377,6,6,10
cg00337181,634,6,28548673.0,6.0,378,6,6,11
cg21229184,635,6,28710807.0,6.0,379,6,6,12
cg27304020,636,6,28956327.0,6.0,380,6,6,13
cg22124493,638,6,29717032.0,6.0,381,6,6,14
cg09565472,639,6,29761075.0,6.0,382,6,6,15
cg10794086,640,6,30455964.0,6.0,383,6,6,16
cg04655699,641,6,30512550.0,6.0,384,6,6,17
cg06855286,643,6,31010597.0,6.0,385,6,6,18
cg18892128,644,6,31409575.0,6.0,386,6,6,19
cg21222743,645,6,31543545.0,6.0,387,6,6,20
cg04573510,646,6,31707458.0,6.0,388,6,6,21
cg01402832,647,6,31747269.0,6.0,389,6,6,22
cg15269027,648,6,31865759.0,6.0,390,6,6,23
cg01291920,649,6,31915077.0,6.0,391,6,6,24
cg04693787,651,6,31936702.0,6.0,392,6,6,25
cg25596754,652,6,32026610.0,6.0,393,6,6,26
cg23663129,653,6,32095201.0,6.0,394,6,6,27
cg11404906,654,6,32551749.0,6.0,395,6,6,28
cg17416722,655,6,32554385.0,6.0,396,6,6,29
cg16501436,656,6,32821039.0,6.0,397,6,6,30
cg02567488,657,6,32822565.0,6.0,398,6,6,31
cg08010331,659,6,33038032.0,6.0,399,6,6,32
cg09234582,660,6,33048286.0,6.0,400,6,6,33
cg02197634,661,6,33048875.0,6.0,401,6,6,34
cg10301967,662,6,33240022.0,6.0,402,6,6,35
cg22875823,663,6,33400543.0,6.0,403,6,6,36
cg00657095,666,6,35310123.0,6.0,404,6,6,37
cg09556447,667,6,36927100.0,6.0,405,6,6,38
cg04581728,670,6,38690157.0,6.0,406,6,6,39
cg24369185,672,6,41341601.0,6.0,407,6,6,40
cg08608836,676,6,46097392.0,6.0,408,6,6,41
cg18116815,677,6,46288667.0,6.0,409,6,6,42
cg27638713,678,6,52149159.0,6.0,410,6,6,43
cg06706183,679,6,53409856.0,6.0,411,6,6,44
cg15045441,680,6,72130432.0,6.0,412,6,6,45
cg11258043,682,6,73972820.0,6.0,413,6,6,46
cg21427300,684,6,74233399.0,6.0,414,6,6,47
cg07764171,687,6,83775765.0,6.0,415,6,6,48
cg05593336,689,6,85361633.0,6.0,416,6,6,49
cg08747277,691,6,96048126.0,6.0,417,6,6,50
cg27153155,692,6,100901804.0,6.0,418,6,6,51
cg18347442,693,6,106868843.0,6.0,419,6,6,52
cg23204345,696,6,108882184.0,6.0,420,6,6,53
cg09865955,697,6,108986763.0,6.0,421,6,6,54
cg25357155,698,6,111408765.0,6.0,422,6,6,55
cg20415643,699,6,117746850.0,6.0,423,6,6,56
cg02590856,700,6,117923645.0,6.0,424,6,6,57
cg16975695,701,6,122792759.0,6.0,425,6,6,58
cg10308749,703,6,126080335.0,6.0,426,6,6,59
cg23226631,705,6,135174920.0,6.0,427,6,6,60
cg12546582,706,6,136192107.0,6.0,428,6,6,61
cg11908557,708,6,143268469.0,6.0,429,6,6,62
cg15443174,709,6,146284796.0,6.0,430,6,6,63
cg26419712,712,6,149721376.0,6.0,431,6,6,64
cg00836641,713,6,149867939.0,6.0,432,6,6,65
cg03446012,718,6,151646601.0,6.0,433,6,6,66
cg18245460,719,6,151646651.0,6.0,434,6,6,67
cg12794224,720,6,151646761.0,6.0,435,6,6,68
cg25855249,721,6,151646817.0,6.0,436,6,6,69
cg06019170,722,6,151646957.0,6.0,437,6,6,70
cg10758676,724,6,158010406.0,6.0,438,6,6,71
cg12895760,725,6,159178966.0,6.0,439,6,6,72
cg15758783,728,6,160221183.0,6.0,440,6,6,73
cg26834192,730,6,161561031.0,6.0,441,6,6,74
cg09655876,731,6,161561066.0,6.0,442,6,6,75
cg11342941,732,6,161561121.0,6.0,443,6,6,76
cg17566334,733,6,163514605.0,6.0,444,6,6,77
cg07343445,734,6,163673130.0,6.0,445,6,6,78
cg22702351,735,6,163673239.0,6.0,446,6,6,79
cg12532095,737,6,166260964.0,6.0,447,6,6,80
cg12798411,739,6,167649384.0,6.0,448,6,6,81
cg14039230,740,6,168121534.0,6.0,449,6,6,82
cg16001811,741,6,168197177.0,6.0,450,6,6,83
cg23764533,743,6,168476759.0,6.0,451,6,6,84
cg14943135,744,6,168558115.0,6.0,452,6,6,85
cg26668906,746,6,169086272.0,6.0,453,6,6,86
cg21732383,747,6,169654692.0,6.0,454,6,6,87
cg12035402,748,6,170559277.0,6.0,455,6,6,88
cg02820566,749,7,187254.0,7.0,456,7,7,1
cg25980689,750,7,187339.0,7.0,457,7,7,2
cg26058731,751,7,569689.0,7.0,458,7,7,3
cg06348187,753,7,899806.0,7.0,459,7,7,4
cg24921614,754,7,919082.0,7.0,460,7,7,5
cg16404364,755,7,1006746.0,7.0,461,7,7,6
cg01794468,756,7,1123907.0,7.0,462,7,7,7
cg08472276,757,7,1133186.0,7.0,463,7,7,8
cg27376870,758,7,1581583.0,7.0,464,7,7,9
cg05279229,760,7,1896384.0,7.0,465,7,7,10
cg26881139,761,7,1913830.0,7.0,466,7,7,11
cg17551891,763,7,1960795.0,7.0,467,7,7,12
cg16476700,764,7,2069840.0,7.0,468,7,7,13
cg08465311,765,7,2135161.0,7.0,469,7,7,14
cg05095590,766,7,2139259.0,7.0,470,7,7,15
cg01827726,768,7,2673408.0,7.0,471,7,7,16
cg01572891,769,7,4184354.0,7.0,472,7,7,17
cg04526616,770,7,4757846.0,7.0,473,7,7,18
cg08265282,771,7,4825202.0,7.0,474,7,7,19
cg27657926,774,7,6193974.0,7.0,475,7,7,20
cg01242677,776,7,16439847.0,7.0,476,7,7,21
cg24885417,779,7,24323764.0,7.0,477,7,7,22
cg25884711,780,7,24323840.0,7.0,478,7,7,23
cg21097881,781,7,24323939.0,7.0,479,7,7,24
cg24245418,782,7,24324976.0,7.0,480,7,7,25
cg13931228,783,7,24612418.0,7.0,481,7,7,26
cg15575538,784,7,25894005.0,7.0,482,7,7,27
cg00288327,785,7,27135566.0,7.0,483,7,7,28
cg04073257,786,7,27190558.0,7.0,484,7,7,29
cg20994254,787,7,27227340.0,7.0,485,7,7,30
cg02194223,788,7,27285433.0,7.0,486,7,7,31
cg23274247,793,7,38358683.0,7.0,487,7,7,32
cg23002316,794,7,51698597.0,7.0,488,7,7,33
cg16668896,795,7,54900801.0,7.0,489,7,7,34
cg11187427,800,7,73082056.0,7.0,490,7,7,35
cg16742763,803,7,74489750.0,7.0,491,7,7,36
cg07588113,804,7,89874465.0,7.0,492,7,7,37
cg10780234,805,7,97823768.0,7.0,493,7,7,38
cg26687381,807,7,98602596.0,7.0,494,7,7,39
cg18153624,809,7,100425567.0,7.0,495,7,7,40
