cpg_id,original_index,CHR,MAPINFO,chr_order,genome_rank
cg24374950,420,3,195491863.0,3.0,270
cg07399928,421,3,195538675.0,3.0,271
cg01079515,422,3,195576629.0,3.0,272
cg24337025,423,3,196705884.0,3.0,273
cg22668421,424,3,196729632.0,3.0,274
cg21627187,425,3,196751186.0,3.0,275
cg20985560,427,4,1409174.0,4.0,276
cg22112476,428,4,1714772.0,4.0,277
cg17574471,429,4,1834678.0,4.0,278
cg23495837,430,4,3480318.0,4.0,279
cg26703512,431,4,3591243.0,4.0,280
cg17183546,432,4,4387879.0,4.0,281
cg25664381,433,4,4577473.0,4.0,282
cg26105495,435,4,5890751.0,4.0,283
cg13442256,436,4,6910955.0,4.0,284
cg10858686,440,4,7528296.0,4.0,285
cg01829241,443,4,8582249.0,4.0,286
cg25984034,445,4,13655982.0,4.0,287
cg04009456,448,4,25379436.0,4.0,288
cg07622877,449,4,26434164.0,4.0,289
cg19136192,451,4,37593377.0,4.0,290
cg19247841,454,4,48485301.0,4.0,291
cg23814002,455,4,53740030.0,4.0,292
cg16435879,456,4,77227529.0,4.0,293
cg18787914,458,4,79472939.0,4.0,294
cg11114873,460,4,85419975.0,4.0,295
cg25841008,462,4,99534176.0,4.0,296
cg27654505,463,4,99579615.0,4.0,297
cg18160135,464,4,99851115.0,4.0,298
cg01320748,465,4,105681962.0,4.0,299
cg20032809,467,4,106816383.0,4.0,300
cg00230271,468,4,107237183.0,4.0,301
cg06214925,469,4,109092628.0,4.0,302
cg16599965,470,4,109542008.0,4.0,303
cg26005761,471,4,110223252.0,4.0,304
cg01733176,472,4,111561070.0,4.0,305
cg02775129,473,4,119771670.0,4.0,306
cg09307838,474,4,120376055.0,4.0,307
cg11294626,475,4,129557264.0,4.0,308
cg17503252,476,4,129733028.0,4.0,309
cg00280758,477,4,140221967.0,4.0,310
cg03963654,478,4,141177084.0,4.0,311
cg07701757,479,4,147164858.0,4.0,312
cg04181032,480,4,147165097.0,4.0,313
cg10621979,482,4,149365824.0,4.0,314
cg22669260,483,4,150999949.0,4.0,315
cg23001131,484,4,152246547.0,4.0,316
cg25775322,486,4,154710373.0,4.0,317
cg21516044,487,4,166304596.0,4.0,318
cg10857203,488,4,166307422.0,4.0,319
cg03002428,489,4,174255734.0,4.0,320
cg04638710,490,4,183167912.0,4.0,321
cg02422426,491,4,183370059.0,4.0,322
cg14949231,492,4,184930888.0,4.0,323
cg19487718,493,4,185747708.0,4.0,324
cg24794857,495,4,187113578.0,4.0,325
cg16474583,496,4,188700879.0,4.0,326
cg24696500,497,5,191492.0,5.0,327
cg00607051,498,5,191500.0,5.0,328
cg06852942,499,5,476497.0,5.0,329
cg09660670,500,5,677592.0,5.0,330
cg20362242,501,5,692897.0,5.0,331
cg04621795,503,5,876076.0,5.0,332
cg15827843,504,5,1123765.0,5.0,333
cg07010687,505,5,1217576.0,5.0,334
cg01987362,507,5,1827066.0,5.0,335
cg02534659,509,5,2112561.0,5.0,336
cg18308339,510,5,2186371.0,5.0,337
cg19687780,511,5,2928021.0,5.0,338
cg21962562,514,5,7331433.0,5.0,339
cg25579867,519,5,10647125.0,5.0,340
cg22597706,520,5,11082865.0,5.0,341
cg18441082,522,5,16466057.0,5.0,342
cg19693760,524,5,19988706.0,5.0,343
cg07784793,527,5,33794720.0,5.0,344
cg19622474,528,5,37835784.0,5.0,345
cg04122815,532,5,43039592.0,5.0,346
cg03723510,533,5,43040559.0,5.0,347
cg22055815,534,5,43040621.0,5.0,348
cg15015757,535,5,43043140.0,5.0,349
cg26505878,539,5,52405886.0,5.0,350
cg16411279,541,5,54826768.0,5.0,351
cg15003158,546,5,68628431.0,5.0,352
cg19735421,551,5,76010598.0,5.0,353
cg00397559,552,5,82683873.0,5.0,354
cg01837410,558,5,101631990.0,5.0,355
cg12564026,559,5,107006542.0,5.0,356
cg26883434,560,5,111091560.0,5.0,357
cg17815891,561,5,111496370.0,5.0,358
cg01915019,562,5,112823370.0,5.0,359
cg10418997,563,5,113014291.0,5.0,360
cg17014866,565,5,120026632.0,5.0,361
cg02300584,566,5,122423615.0,5.0,362
cg06998224,568,5,128113907.0,5.0,363
cg26090469,572,5,132271449.0,5.0,364
cg26142075,574,5,139029023.0,5.0,365
cg26334299,575,5,139571801.0,5.0,366
cg07810961,576,5,139927271.0,5.0,367
cg24556334,578,5,140366361.0,5.0,368
cg08955941,579,5,140420502.0,5.0,369
cg11925729,581,5,140562988.0,5.0,370
cg19311812,582,5,140700259.0,5.0,371
cg13156863,583,5,140700516.0,5.0,372
cg26856475,584,5,140740503.0,5.0,373
cg26337998,585,5,140749783.0,5.0,374
cg02528224,587,5,145827708.0,5.0,375
cg09458096,593,5,152069632.0,5.0,376
cg07464716,595,5,157079520.0,5.0,377
cg08769507,597,5,167592669.0,5.0,378
cg18581037,598,5,169010289.0,5.0,379
cg25920839,599,5,169010408.0,5.0,380
cg26967723,600,5,169617918.0,5.0,381
cg22111078,601,5,172655925.0,5.0,382
cg06439005,602,5,172754848.0,5.0,383
cg26237426,603,5,173000873.0,5.0,384
cg20687255,605,5,175846914.0,5.0,385
cg22733478,606,5,176036806.0,5.0,386
cg21091766,608,5,176898673.0,5.0,387
cg00524694,609,5,177387682.0,5.0,388
cg01135781,610,5,177396838.0,5.0,389
cg21067654,611,5,177580340.0,5.0,390
cg05497107,613,5,178978234.0,5.0,391
cg06913501,614,5,180101143.0,5.0,392
cg14827527,615,5,180542592.0,5.0,393
cg00277263,617,5,180644901.0,5.0,394
cg00695049,618,5,180673395.0,5.0,395
cg17808866,620,6,503857.0,6.0,396
cg08363684,621,6,761547.0,6.0,397
cg12611423,622,6,1389966.0,6.0,398
cg21083467,623,6,3077041.0,6.0,399
cg14913512,625,6,4772890.0,6.0,400
cg24990131,627,6,6320710.0,6.0,401
cg20865151,628,6,6724842.0,6.0,402
cg27260630,629,6,7389879.0,6.0,403
cg16613240,631,6,10099623.0,6.0,404
cg09285851,632,6,10099656.0,6.0,405
cg04831694,634,6,10831851.0,6.0,406
cg20180247,635,6,10884140.0,6.0,407
cg02558474,639,6,13487018.0,6.0,408
cg05374569,643,6,17413083.0,6.0,409
cg11894257,645,6,22569881.0,6.0,410
cg24163360,648,6,25931557.0,6.0,411
cg05959834,649,6,26108372.0,6.0,412
cg04370575,650,6,26537479.0,6.0,413
cg10547057,651,6,26987810.0,6.0,414
cg03359964,652,6,27125955.0,6.0,415
cg26395285,653,6,28481217.0,6.0,416
cg16333440,654,6,28967766.0,6.0,417
cg15814717,655,6,29521228.0,6.0,418
cg09749751,656,6,29600125.0,6.0,419
cg25978138,657,6,29648161.0,6.0,420
cg19636627,658,6,29649084.0,6.0,421
cg11423684,660,6,29691993.0,6.0,422
cg03977339,661,6,29924256.0,6.0,423
cg06710082,662,6,29943408.0,6.0,424
cg24187051,663,6,30029573.0,6.0,425
cg08520660,664,6,30449680.0,6.0,426
cg26259575,665,6,30687946.0,6.0,427
cg00718519,666,6,30689608.0,6.0,428
cg16990009,667,6,30880155.0,6.0,429
cg01842321,669,6,31023592.0,6.0,430
cg02145102,670,6,31276418.0,6.0,431
cg04232624,671,6,31620820.0,6.0,432
cg04573510,672,6,31707458.0,6.0,433
cg13613346,673,6,31855008.0,6.0,434
cg09704382,674,6,31963892.0,6.0,435
cg14441480,675,6,32729500.0,6.0,436
cg03026929,677,6,32806028.0,6.0,437
cg18696632,678,6,32811521.0,6.0,438
cg18098714,679,6,32935404.0,6.0,439
cg27539322,680,6,33281509.0,6.0,440
cg09195321,681,6,33385690.0,6.0,441
cg11911630,682,6,33422697.0,6.0,442
cg06590170,683,6,33969828.0,6.0,443
cg23817336,685,6,35133442.0,6.0,444
cg02611419,687,6,39282532.0,6.0,445
cg09580153,688,6,41068724.0,6.0,446
cg09758420,689,6,41343830.0,6.0,447
cg23616309,690,6,41701882.0,6.0,448
cg07445691,691,6,43655664.0,6.0,449
cg07337446,692,6,46517898.0,6.0,450
cg19862344,694,6,49605181.0,6.0,451
cg22301664,696,6,74072820.0,6.0,452
cg15408020,697,6,74987753.0,6.0,453
cg17634797,698,6,75945095.0,6.0,454
cg25107268,702,6,89673349.0,6.0,455
cg23608868,704,6,91648624.0,6.0,456
cg12026529,705,6,99128672.0,6.0,457
cg17398252,706,6,105585179.0,6.0,458
cg07944936,707,6,107950685.0,6.0,459
cg01646423,708,6,110682827.0,6.0,460
cg21741010,709,6,116832611.0,6.0,461
cg19032271,710,6,116892595.0,6.0,462
cg24671202,711,6,116938100.0,6.0,463
cg12636197,712,6,116998190.0,6.0,464
cg16783819,714,6,122720842.0,6.0,465
cg09526708,715,6,127442648.0,6.0,466
cg12148919,717,6,128841705.0,6.0,467
cg16800851,718,6,130339565.0,6.0,468
cg16630085,719,6,132580009.0,6.0,469
cg17689707,722,6,134638871.0,6.0,470
cg04903623,724,6,137795451.0,6.0,471
cg09909523,729,6,154727665.0,6.0,472
cg02210140,732,6,155635646.0,6.0,473
cg20364594,734,6,158981615.0,6.0,474
cg19483159,735,6,159066182.0,6.0,475
cg14515483,738,6,160113813.0,6.0,476
cg15850155,741,6,160426268.0,6.0,477
cg09221482,743,6,161557754.0,6.0,478
cg09655876,744,6,161561066.0,6.0,479
cg11342941,745,6,161561121.0,6.0,480
cg26812362,746,6,167040675.0,6.0,481
cg13927040,747,6,167453801.0,6.0,482
cg23601495,749,6,168473054.0,6.0,483
cg14972139,750,6,168559456.0,6.0,484
cg27534396,751,6,168615242.0,6.0,485
cg19152809,752,6,170047908.0,6.0,486
cg25588120,753,6,170059273.0,6.0,487
cg17925026,754,6,170066024.0,6.0,488
cg24218279,755,6,170374383.0,6.0,489
cg09848943,757,6,170861929.0,6.0,490
cg25980689,759,7,187339.0,7.0,491
cg02664177,760,7,537828.0,7.0,492
cg12302797,761,7,1097123.0,7.0,493
cg16232530,762,7,1097131.0,7.0,494
cg10055222,763,7,1125111.0,7.0,495
cg10607454,764,7,1315725.0,7.0,496
cg20017891,765,7,1423720.0,7.0,497
cg07550313,766,7,1537248.0,7.0,498
cg10364115,767,7,2560976.0,7.0,499
cg10569694,771,7,5013509.0,7.0,500
cg11748186,773,7,5229808.0,7.0,501
cg06932780,774,7,5526333.0,7.0,502
cg05540649,777,7,16439297.0,7.0,503
cg13733314,779,7,20830816.0,7.0,504
cg08429337,780,7,22749617.0,7.0,505
cg27539480,781,7,27147084.0,7.0,506
cg06934774,782,7,27198025.0,7.0,507
cg12705171,783,7,27473741.0,7.0,508
cg22168087,784,7,27702803.0,7.0,509
cg17052266,785,7,29186183.0,7.0,510
cg22167839,787,7,35840133.0,7.0,511
cg02811067,788,7,36275951.0,7.0,512
cg19289921,793,7,44153867.0,7.0,513
cg22455271,794,7,47333085.0,7.0,514
cg02897667,795,7,51539131.0,7.0,515
cg16703135,799,7,55517132.0,7.0,516
cg01981733,800,7,56297714.0,7.0,517
cg15410343,801,7,56516425.0,7.0,518
cg01098474,802,7,57508755.0,7.0,519
cg07236342,803,7,73133398.0,7.0,520
cg00827369,806,7,73588253.0,7.0,521
cg26780321,807,7,73588678.0,7.0,522
cg06765022,809,7,76628673.0,7.0,523
cg06670048,811,7,92861609.0,7.0,524
cg22240800,812,7,94293733.0,7.0,525
cg01314743,815,7,100034753.0,7.0,526
cg22377237,816,7,100271437.0,7.0,527
cg08097755,817,7,100808488.0,7.0,528
cg06651180,818,7,101559888.0,7.0,529
cg24838202,819,7,102988263.0,7.0,530
cg02941852,821,7,105030168.0,7.0,531
cg04433990,822,7,107384558.0,7.0,532
cg01693328,823,7,108101162.0,7.0,533
cg13991019,824,7,110506411.0,7.0,534
cg02620361,826,7,115117424.0,7.0,535
cg19598293,828,7,117854765.0,7.0,536
cg13131519,831,7,127032423.0,7.0,537
cg06903658,833,7,127532361.0,7.0,538
cg06783429,834,7,127673038.0,7.0,539
cg25900995,835,7,127743962.0,7.0,540
cg17007872,836,7,129251834.0,7.0,541
cg20601620,837,7,129845340.0,7.0,542
cg22511019,838,7,130524453.0,7.0,543
cg04132407,839,7,130626376.0,7.0,544
cg09662496,840,7,130626474.0,7.0,545
cg21143892,842,7,132937713.0,7.0,546
cg19461582,843,7,134671987.0,7.0,547
cg17382310,844,7,135413101.0,7.0,548
cg21200382,846,7,140103764.0,7.0,549
cg13636952,849,7,142447956.0,7.0,550
cg16254309,851,7,145814152.0,7.0,551
cg25386534,852,7,148845555.0,7.0,552
cg07562382,854,7,149129696.0,7.0,553
cg19036016,857,7,151077005.0,7.0,554
cg19643252,858,7,151264653.0,7.0,555
cg24448952,860,7,154795270.0,7.0,556
cg25058023,861,7,154863176.0,7.0,557
cg12820681,862,7,155166290.0,7.0,558
cg08364137,863,7,156400990.0,7.0,559
cg13258700,864,7,156433997.0,7.0,560
cg07981013,865,7,156795767.0,7.0,561
cg10401362,866,7,157185402.0,7.0,562
cg23694187,867,7,157335188.0,7.0,563
cg23740652,868,7,157561925.0,7.0,564
cg03377073,870,7,157980803.0,7.0,565
cg20916500,871,8,652685.0,8.0,566
cg23562160,872,8,709692.0,8.0,567
cg00032610,873,8,711064.0,8.0,568
cg02243946,874,8,1423352.0,8.0,569
cg20257821,875,8,1500400.0,8.0,570
cg13320538,876,8,2419822.0,8.0,571
cg17224775,877,8,2483325.0,8.0,572
cg15462221,878,8,8086144.0,8.0,573
cg10347799,881,8,9008364.0,8.0,574
cg10333252,882,8,11055348.0,8.0,575
cg00720475,883,8,16884576.0,8.0,576
cg18736775,885,8,18248649.0,8.0,577
cg22993554,886,8,18698050.0,8.0,578
cg25072880,887,8,22719995.0,8.0,579
cg04447123,888,8,22857672.0,8.0,580
cg13822256,890,8,24811266.0,8.0,581
cg20263156,891,8,27850215.0,8.0,582
cg15698851,895,8,29940391.0,8.0,583
cg11792616,896,8,30018355.0,8.0,584
cg18571640,898,8,33210211.0,8.0,585
cg03806095,901,8,37655840.0,8.0,586
cg00590869,902,8,37962609.0,8.0,587
cg21517147,904,8,41386864.0,8.0,588
cg05453358,905,8,47529280.0,8.0,589
cg11886639,906,8,49704653.0,8.0,590
cg18563812,908,8,53044888.0,8.0,591
cg00269606,915,8,67090928.0,8.0,592
cg13175120,916,8,70017549.0,8.0,593
cg26753018,917,8,70746312.0,8.0,594
cg20113824,918,8,70946946.0,8.0,595
cg23954787,919,8,72470700.0,8.0,596
cg05242148,921,8,86019350.0,8.0,597
cg18322772,924,8,101322713.0,8.0,598
cg21442626,925,8,104032819.0,8.0,599
cg14877637,927,8,104032876.0,8.0,600
cg21936543,928,8,104383433.0,8.0,601
cg20230340,931,8,119049938.0,8.0,602
cg08796640,932,8,119123054.0,8.0,603
cg09694986,933,8,121775052.0,8.0,604
cg06931444,935,8,129874054.0,8.0,605
cg00290626,937,8,132499131.0,8.0,606
cg02609144,938,8,133204331.0,8.0,607
cg04396550,939,8,133493434.0,8.0,608
cg05948645,944,8,141379039.0,8.0,609
cg16670021,945,8,142454461.0,8.0,610
cg27244385,946,8,142662391.0,8.0,611
cg03924566,947,8,143545478.0,8.0,612
cg10913563,948,8,143808814.0,8.0,613
cg14775504,949,8,144190484.0,8.0,614
cg14721632,951,8,144635430.0,8.0,615
cg23090207,952,8,144635444.0,8.0,616
cg15541193,953,8,144635496.0,8.0,617
cg20165448,955,8,144798477.0,8.0,618
cg24013620,956,8,144798688.0,8.0,619
cg20367404,958,8,144925527.0,8.0,620
cg24891660,959,8,145003653.0,8.0,621
cg26795011,960,8,145027226.0,8.0,622
cg15847845,961,8,145028505.0,8.0,623
cg18925846,963,8,145164991.0,8.0,624
cg02610507,965,8,145911260.0,8.0,625
cg10333767,966,8,146126862.0,8.0,626
cg14267020,973,9,19064114.0,9.0,627
cg16954458,979,9,33511220.0,9.0,628
cg12370929,980,9,34701219.0,9.0,629
cg04065065,981,9,35096250.0,9.0,630
cg13752837,982,9,35162048.0,9.0,631
cg14511376,983,9,35607900.0,9.0,632
cg04482597,986,9,37486041.0,9.0,633
