cpg_id,original_index,CHR,MAPINFO,chr_order,genome_rank,chromosome_label,chromosome_block,within_chromosome_rank
cg19712123,165,1,232940329.0,1.0,107,1,1,108
cg04158884,166,1,233086346.0,1.0,108,1,1,109
cg23012855,167,1,235111328.0,1.0,109,1,1,110
cg00081729,168,1,240656737.0,1.0,110,1,1,111
cg01787565,170,1,245318209.0,1.0,111,1,1,112
cg11901695,175,2,1291450.0,2.0,112,2,2,1
cg17494408,176,2,1500368.0,2.0,113,2,2,2
cg00027081,179,2,3325158.0,2.0,114,2,2,3
cg07545140,180,2,3468531.0,2.0,115,2,2,4
cg01144053,182,2,7571361.0,2.0,116,2,2,5
cg14973360,183,2,9800511.0,2.0,117,2,2,6
cg03257743,187,2,11123616.0,2.0,118,2,2,7
cg12680106,189,2,11397475.0,2.0,119,2,2,8
cg25420747,192,2,18112176.0,2.0,120,2,2,9
cg00060627,193,2,18112721.0,2.0,121,2,2,10
cg02156767,194,2,20442210.0,2.0,122,2,2,11
cg17933838,196,2,24149877.0,2.0,123,2,2,12
cg18740718,197,2,24346220.0,2.0,124,2,2,13
cg22900229,199,2,25391773.0,2.0,125,2,2,14
cg17995197,200,2,26408167.0,2.0,126,2,2,15
cg19635810,202,2,26987197.0,2.0,127,2,2,16
cg26143752,204,2,27806326.0,2.0,128,2,2,17
cg27447296,205,2,27994265.0,2.0,129,2,2,18
cg23361659,206,2,28914775.0,2.0,130,2,2,19
cg02678688,207,2,29093594.0,2.0,131,2,2,20
cg25080256,209,2,31215798.0,2.0,132,2,2,21
cg15756055,212,2,39645955.0,2.0,133,2,2,22
cg06226256,213,2,42068648.0,2.0,134,2,2,23
cg18192610,215,2,44741623.0,2.0,135,2,2,24
cg06168026,216,2,45162196.0,2.0,136,2,2,25
cg19186145,217,2,45169562.0,2.0,137,2,2,26
cg26391832,218,2,45237929.0,2.0,138,2,2,27
cg17590135,219,2,48647546.0,2.0,139,2,2,28
cg14059729,220,2,48667654.0,2.0,140,2,2,29
cg22324022,221,2,51259703.0,2.0,141,2,2,30
cg02271560,224,2,55450737.0,2.0,142,2,2,31
cg16878059,225,2,68692224.0,2.0,143,2,2,32
cg07052880,227,2,71161697.0,2.0,144,2,2,33
cg01017244,228,2,74357527.0,2.0,145,2,2,34
cg15717656,229,2,74709666.0,2.0,146,2,2,35
cg02845591,230,2,74730523.0,2.0,147,2,2,36
cg01656789,231,2,74803718.0,2.0,148,2,2,37
cg02301651,232,2,85581802.0,2.0,149,2,2,38
cg20944303,233,2,85788999.0,2.0,150,2,2,39
cg05487424,236,2,88991089.0,2.0,151,2,2,40
cg10067737,237,2,89159188.0,2.0,152,2,2,41
cg03856178,238,2,97202314.0,2.0,153,2,2,42
cg14228484,239,2,97427445.0,2.0,154,2,2,43
cg19255191,240,2,98262923.0,2.0,155,2,2,44
cg10313151,243,2,106882254.0,2.0,156,2,2,45
cg26585007,245,2,112655072.0,2.0,157,2,2,46
cg07771321,248,2,125368595.0,2.0,158,2,2,47
cg22009500,249,2,127729962.0,2.0,159,2,2,48
cg00939727,251,2,134935506.0,2.0,160,2,2,49
cg07508773,257,2,160143020.0,2.0,161,2,2,50
cg07363270,260,2,171569282.0,2.0,162,2,2,51
cg04863950,262,2,172379709.0,2.0,163,2,2,52
cg03978860,265,2,173936880.0,2.0,164,2,2,53
cg27452943,266,2,174281033.0,2.0,165,2,2,54
cg25849196,267,2,175198280.0,2.0,166,2,2,55
cg00928397,268,2,175198952.0,2.0,167,2,2,56
cg25371634,269,2,176981422.0,2.0,168,2,2,57
cg02164574,270,2,176985592.0,2.0,169,2,2,58
cg02952635,271,2,178741216.0,2.0,170,2,2,59
cg25207147,273,2,178973079.0,2.0,171,2,2,60
cg12501949,274,2,179750458.0,2.0,172,2,2,61
cg09997497,275,2,183902928.0,2.0,173,2,2,62
cg20391764,277,2,192110565.0,2.0,174,2,2,63
cg10547527,278,2,198650123.0,2.0,175,2,2,64
cg08404560,279,2,201390889.0,2.0,176,2,2,65
cg01747077,281,2,211035257.0,2.0,177,2,2,66
cg07181395,283,2,218655229.0,2.0,178,2,2,67
cg04218124,285,2,219284345.0,2.0,179,2,2,68
cg26104932,287,2,219647360.0,2.0,180,2,2,69
cg21586955,288,2,220042941.0,2.0,181,2,2,70
cg20402664,289,2,220379833.0,2.0,182,2,2,71
cg16507172,290,2,220416148.0,2.0,183,2,2,72
cg21665557,291,2,220427342.0,2.0,184,2,2,73
cg05495011,292,2,224477964.0,2.0,185,2,2,74
cg17075808,293,2,225774214.0,2.0,186,2,2,75
cg16640096,295,2,228029790.0,2.0,187,2,2,76
cg08802203,299,2,233415465.0,2.0,188,2,2,77
cg06143658,302,2,233878015.0,2.0,189,2,2,78
cg03146452,303,2,234777078.0,2.0,190,2,2,79
cg01078197,304,2,234777085.0,2.0,191,2,2,80
cg13539030,305,2,235405968.0,2.0,192,2,2,81
cg21357361,306,2,236578247.0,2.0,193,2,2,82
cg00573606,307,2,238322680.0,2.0,194,2,2,83
cg10980911,308,2,239509139.0,2.0,195,2,2,84
cg18959169,311,2,240239988.0,2.0,196,2,2,85
cg16235062,312,2,241374719.0,2.0,197,2,2,86
cg19321126,313,2,242211919.0,2.0,198,2,2,87
cg23881902,314,2,242212470.0,2.0,199,2,2,88
cg22843684,316,3,10806114.0,3.0,200,3,3,1
cg06457736,317,3,11178683.0,3.0,201,3,3,2
cg27574595,320,3,25583274.0,3.0,202,3,3,3
cg23030339,321,3,31703127.0,3.0,203,3,3,4
cg05073904,322,3,31975169.0,3.0,204,3,3,5
cg15840985,323,3,32023475.0,3.0,205,3,3,6
cg26615813,324,3,36422209.0,3.0,206,3,3,7
cg22884020,325,3,38081186.0,3.0,207,3,3,8
cg14623735,327,3,42265667.0,3.0,208,3,3,9
cg17060263,328,3,42453125.0,3.0,209,3,3,10
cg13702846,329,3,42888883.0,3.0,210,3,3,11
cg15088777,330,3,43147571.0,3.0,211,3,3,12
cg22309949,331,3,46792192.0,3.0,212,3,3,13
cg23231268,332,3,46792462.0,3.0,213,3,3,14
cg21792155,333,3,46940347.0,3.0,214,3,3,15
cg11733272,334,3,46940439.0,3.0,215,3,3,16
cg04507495,335,3,47563649.0,3.0,216,3,3,17
cg13432286,337,3,49027002.0,3.0,217,3,3,18
cg15485556,338,3,49066777.0,3.0,218,3,3,19
cg11839681,339,3,49940919.0,3.0,219,3,3,20
cg19152024,340,3,50374954.0,3.0,220,3,3,21
cg08443345,341,3,52232454.0,3.0,221,3,3,22
cg09244635,343,3,57529873.0,3.0,222,3,3,23
cg00036369,348,3,63988378.0,3.0,223,3,3,24
cg19630681,350,3,64429607.0,3.0,224,3,3,25
cg03024619,352,3,71803308.0,3.0,225,3,3,26
cg24998020,354,3,98311910.0,3.0,226,3,3,27
cg21855281,355,3,99817572.0,3.0,227,3,3,28
cg15102593,356,3,100120429.0,3.0,228,3,3,29
cg27318481,357,3,100970896.0,3.0,229,3,3,30
cg20382831,359,3,109128982.0,3.0,230,3,3,31
cg02858625,360,3,112935090.0,3.0,231,3,3,32
cg18753928,361,3,113234510.0,3.0,232,3,3,33
cg22367727,362,3,114102609.0,3.0,233,3,3,34
cg08104999,364,3,118906821.0,3.0,234,3,3,35
cg12173586,368,3,120194768.0,3.0,235,3,3,36
cg08122652,369,3,122281939.0,3.0,236,3,3,37
cg22896480,370,3,122379438.0,3.0,237,3,3,38
cg14567877,371,3,123071300.0,3.0,238,3,3,39
cg01296199,372,3,123752573.0,3.0,239,3,3,40
cg10977398,373,3,124606490.0,3.0,240,3,3,41
cg03061024,374,3,129159000.0,3.0,241,3,3,42
cg12592179,378,3,133920644.0,3.0,242,3,3,43
cg01342115,379,3,134031663.0,3.0,243,3,3,44
cg25646708,380,3,134031685.0,3.0,244,3,3,45
cg24269840,384,3,137728712.0,3.0,245,3,3,46
cg22920594,385,3,139327076.0,3.0,246,3,3,47
cg06711656,386,3,140660335.0,3.0,247,3,3,48
cg16201661,390,3,156763772.0,3.0,248,3,3,49
cg06667063,391,3,158519627.0,3.0,249,3,3,50
cg18703913,392,3,159943073.0,3.0,250,3,3,51
cg13027369,393,3,160279320.0,3.0,251,3,3,52
cg02860240,395,3,169530621.0,3.0,252,3,3,53
cg07754117,398,3,170183336.0,3.0,253,3,3,54
cg27026033,400,3,171757336.0,3.0,254,3,3,55
cg06081563,401,3,183884625.0,3.0,255,3,3,56
cg09746170,403,3,185541835.0,3.0,256,3,3,57
cg02402071,404,3,185827054.0,3.0,257,3,3,58
cg12435415,406,3,186490344.0,3.0,258,3,3,59
cg22984571,407,3,186490656.0,3.0,259,3,3,60
cg21530419,408,3,186490728.0,3.0,260,3,3,61
cg00951972,409,3,186490777.0,3.0,261,3,3,62
cg20388194,410,3,187416183.0,3.0,262,3,3,63
cg03505583,411,3,187461469.0,3.0,263,3,3,64
cg03677101,412,3,187461796.0,3.0,264,3,3,65
cg20791669,414,3,190232025.0,3.0,265,3,3,66
cg11134430,416,3,193987426.0,3.0,266,3,3,67
cg02523270,417,3,193987651.0,3.0,267,3,3,68
cg16282892,418,3,193987757.0,3.0,268,3,3,69
cg08521684,419,3,195488725.0,3.0,269,3,3,70
cg24374950,420,3,195491863.0,3.0,270,3,3,71
cg07399928,421,3,195538675.0,3.0,271,3,3,72
cg01079515,422,3,195576629.0,3.0,272,3,3,73
cg24337025,423,3,196705884.0,3.0,273,3,3,74
cg22668421,424,3,196729632.0,3.0,274,3,3,75
cg21627187,425,3,196751186.0,3.0,275,3,3,76
cg20985560,427,4,1409174.0,4.0,276,4,4,1
cg22112476,428,4,1714772.0,4.0,277,4,4,2
cg17574471,429,4,1834678.0,4.0,278,4,4,3
cg23495837,430,4,3480318.0,4.0,279,4,4,4
cg26703512,431,4,3591243.0,4.0,280,4,4,5
cg17183546,432,4,4387879.0,4.0,281,4,4,6
cg25664381,433,4,4577473.0,4.0,282,4,4,7
cg26105495,435,4,5890751.0,4.0,283,4,4,8
cg13442256,436,4,6910955.0,4.0,284,4,4,9
cg10858686,440,4,7528296.0,4.0,285,4,4,10
cg01829241,443,4,8582249.0,4.0,286,4,4,11
cg25984034,445,4,13655982.0,4.0,287,4,4,12
cg04009456,448,4,25379436.0,4.0,288,4,4,13
cg07622877,449,4,26434164.0,4.0,289,4,4,14
cg19136192,451,4,37593377.0,4.0,290,4,4,15
cg19247841,454,4,48485301.0,4.0,291,4,4,16
cg23814002,455,4,53740030.0,4.0,292,4,4,17
cg16435879,456,4,77227529.0,4.0,293,4,4,18
cg18787914,458,4,79472939.0,4.0,294,4,4,19
cg11114873,460,4,85419975.0,4.0,295,4,4,20
cg25841008,462,4,99534176.0,4.0,296,4,4,21
cg27654505,463,4,99579615.0,4.0,297,4,4,22
cg18160135,464,4,99851115.0,4.0,298,4,4,23
cg01320748,465,4,105681962.0,4.0,299,4,4,24
cg20032809,467,4,106816383.0,4.0,300,4,4,25
cg00230271,468,4,107237183.0,4.0,301,4,4,26
cg06214925,469,4,109092628.0,4.0,302,4,4,27
cg16599965,470,4,109542008.0,4.0,303,4,4,28
cg26005761,471,4,110223252.0,4.0,304,4,4,29
cg01733176,472,4,111561070.0,4.0,305,4,4,30
cg02775129,473,4,119771670.0,4.0,306,4,4,31
cg09307838,474,4,120376055.0,4.0,307,4,4,32
cg11294626,475,4,129557264.0,4.0,308,4,4,33
cg17503252,476,4,129733028.0,4.0,309,4,4,34
cg00280758,477,4,140221967.0,4.0,310,4,4,35
cg03963654,478,4,141177084.0,4.0,311,4,4,36
cg07701757,479,4,147164858.0,4.0,312,4,4,37
cg04181032,480,4,147165097.0,4.0,313,4,4,38
cg10621979,482,4,149365824.0,4.0,314,4,4,39
cg22669260,483,4,150999949.0,4.0,315,4,4,40
cg23001131,484,4,152246547.0,4.0,316,4,4,41
cg25775322,486,4,154710373.0,4.0,317,4,4,42
cg21516044,487,4,166304596.0,4.0,318,4,4,43
cg10857203,488,4,166307422.0,4.0,319,4,4,44
cg03002428,489,4,174255734.0,4.0,320,4,4,45
cg04638710,490,4,183167912.0,4.0,321,4,4,46
cg02422426,491,4,183370059.0,4.0,322,4,4,47
cg14949231,492,4,184930888.0,4.0,323,4,4,48
cg19487718,493,4,185747708.0,4.0,324,4,4,49
cg24794857,495,4,187113578.0,4.0,325,4,4,50
cg16474583,496,4,188700879.0,4.0,326,4,4,51
cg24696500,497,5,191492.0,5.0,327,5,5,1
cg00607051,498,5,191500.0,5.0,328,5,5,2
cg06852942,499,5,476497.0,5.0,329,5,5,3
cg09660670,500,5,677592.0,5.0,330,5,5,4
cg20362242,501,5,692897.0,5.0,331,5,5,5
cg04621795,503,5,876076.0,5.0,332,5,5,6
cg15827843,504,5,1123765.0,5.0,333,5,5,7
cg07010687,505,5,1217576.0,5.0,334,5,5,8
cg01987362,507,5,1827066.0,5.0,335,5,5,9
cg02534659,509,5,2112561.0,5.0,336,5,5,10
cg18308339,510,5,2186371.0,5.0,337,5,5,11
cg19687780,511,5,2928021.0,5.0,338,5,5,12
cg21962562,514,5,7331433.0,5.0,339,5,5,13
cg25579867,519,5,10647125.0,5.0,340,5,5,14
cg22597706,520,5,11082865.0,5.0,341,5,5,15
cg18441082,522,5,16466057.0,5.0,342,5,5,16
cg19693760,524,5,19988706.0,5.0,343,5,5,17
cg07784793,527,5,33794720.0,5.0,344,5,5,18
cg19622474,528,5,37835784.0,5.0,345,5,5,19
cg04122815,532,5,43039592.0,5.0,346,5,5,20
cg03723510,533,5,43040559.0,5.0,347,5,5,21
cg22055815,534,5,43040621.0,5.0,348,5,5,22
cg15015757,535,5,43043140.0,5.0,349,5,5,23
cg26505878,539,5,52405886.0,5.0,350,5,5,24
cg16411279,541,5,54826768.0,5.0,351,5,5,25
cg15003158,546,5,68628431.0,5.0,352,5,5,26
cg19735421,551,5,76010598.0,5.0,353,5,5,27
cg00397559,552,5,82683873.0,5.0,354,5,5,28
cg01837410,558,5,101631990.0,5.0,355,5,5,29
cg12564026,559,5,107006542.0,5.0,356,5,5,30
cg26883434,560,5,111091560.0,5.0,357,5,5,31
cg17815891,561,5,111496370.0,5.0,358,5,5,32
cg01915019,562,5,112823370.0,5.0,359,5,5,33
cg10418997,563,5,113014291.0,5.0,360,5,5,34
cg17014866,565,5,120026632.0,5.0,361,5,5,35
cg02300584,566,5,122423615.0,5.0,362,5,5,36
cg06998224,568,5,128113907.0,5.0,363,5,5,37
cg26090469,572,5,132271449.0,5.0,364,5,5,38
cg26142075,574,5,139029023.0,5.0,365,5,5,39
cg26334299,575,5,139571801.0,5.0,366,5,5,40
cg07810961,576,5,139927271.0,5.0,367,5,5,41
cg24556334,578,5,140366361.0,5.0,368,5,5,42
cg08955941,579,5,140420502.0,5.0,369,5,5,43
cg11925729,581,5,140562988.0,5.0,370,5,5,44
cg19311812,582,5,140700259.0,5.0,371,5,5,45
cg13156863,583,5,140700516.0,5.0,372,5,5,46
cg26856475,584,5,140740503.0,5.0,373,5,5,47
cg26337998,585,5,140749783.0,5.0,374,5,5,48
cg02528224,587,5,145827708.0,5.0,375,5,5,49
cg09458096,593,5,152069632.0,5.0,376,5,5,50
cg07464716,595,5,157079520.0,5.0,377,5,5,51
cg08769507,597,5,167592669.0,5.0,378,5,5,52
cg18581037,598,5,169010289.0,5.0,379,5,5,53
cg25920839,599,5,169010408.0,5.0,380,5,5,54
cg26967723,600,5,169617918.0,5.0,381,5,5,55
cg22111078,601,5,172655925.0,5.0,382,5,5,56
cg06439005,602,5,172754848.0,5.0,383,5,5,57
cg26237426,603,5,173000873.0,5.0,384,5,5,58
cg20687255,605,5,175846914.0,5.0,385,5,5,59
cg22733478,606,5,176036806.0,5.0,386,5,5,60
cg21091766,608,5,176898673.0,5.0,387,5,5,61
cg00524694,609,5,177387682.0,5.0,388,5,5,62
cg01135781,610,5,177396838.0,5.0,389,5,5,63
cg21067654,611,5,177580340.0,5.0,390,5,5,64
cg05497107,613,5,178978234.0,5.0,391,5,5,65
cg06913501,614,5,180101143.0,5.0,392,5,5,66
cg14827527,615,5,180542592.0,5.0,393,5,5,67
cg00277263,617,5,180644901.0,5.0,394,5,5,68
cg00695049,618,5,180673395.0,5.0,395,5,5,69
cg17808866,620,6,503857.0,6.0,396,6,6,1
cg08363684,621,6,761547.0,6.0,397,6,6,2
cg12611423,622,6,1389966.0,6.0,398,6,6,3
cg21083467,623,6,3077041.0,6.0,399,6,6,4
cg14913512,625,6,4772890.0,6.0,400,6,6,5
cg24990131,627,6,6320710.0,6.0,401,6,6,6
cg20865151,628,6,6724842.0,6.0,402,6,6,7
cg27260630,629,6,7389879.0,6.0,403,6,6,8
cg16613240,631,6,10099623.0,6.0,404,6,6,9
cg09285851,632,6,10099656.0,6.0,405,6,6,10
cg04831694,634,6,10831851.0,6.0,406,6,6,11
cg20180247,635,6,10884140.0,6.0,407,6,6,12
cg02558474,639,6,13487018.0,6.0,408,6,6,13
cg05374569,643,6,17413083.0,6.0,409,6,6,14
cg11894257,645,6,22569881.0,6.0,410,6,6,15
cg24163360,648,6,25931557.0,6.0,411,6,6,16
cg05959834,649,6,26108372.0,6.0,412,6,6,17
cg04370575,650,6,26537479.0,6.0,413,6,6,18
cg10547057,651,6,26987810.0,6.0,414,6,6,19
cg03359964,652,6,27125955.0,6.0,415,6,6,20
cg26395285,653,6,28481217.0,6.0,416,6,6,21
cg16333440,654,6,28967766.0,6.0,417,6,6,22
cg15814717,655,6,29521228.0,6.0,418,6,6,23
cg09749751,656,6,29600125.0,6.0,419,6,6,24
cg25978138,657,6,29648161.0,6.0,420,6,6,25
cg19636627,658,6,29649084.0,6.0,421,6,6,26
cg11423684,660,6,29691993.0,6.0,422,6,6,27
cg03977339,661,6,29924256.0,6.0,423,6,6,28
cg06710082,662,6,29943408.0,6.0,424,6,6,29
cg24187051,663,6,30029573.0,6.0,425,6,6,30
cg08520660,664,6,30449680.0,6.0,426,6,6,31
cg26259575,665,6,30687946.0,6.0,427,6,6,32
cg00718519,666,6,30689608.0,6.0,428,6,6,33
cg16990009,667,6,30880155.0,6.0,429,6,6,34
cg01842321,669,6,31023592.0,6.0,430,6,6,35
cg02145102,670,6,31276418.0,6.0,431,6,6,36
cg04232624,671,6,31620820.0,6.0,432,6,6,37
cg04573510,672,6,31707458.0,6.0,433,6,6,38
cg13613346,673,6,31855008.0,6.0,434,6,6,39
cg09704382,674,6,31963892.0,6.0,435,6,6,40
cg14441480,675,6,32729500.0,6.0,436,6,6,41
cg03026929,677,6,32806028.0,6.0,437,6,6,42
cg18696632,678,6,32811521.0,6.0,438,6,6,43
cg18098714,679,6,32935404.0,6.0,439,6,6,44
cg27539322,680,6,33281509.0,6.0,440,6,6,45
cg09195321,681,6,33385690.0,6.0,441,6,6,46
cg11911630,682,6,33422697.0,6.0,442,6,6,47
cg06590170,683,6,33969828.0,6.0,443,6,6,48
cg23817336,685,6,35133442.0,6.0,444,6,6,49
cg02611419,687,6,39282532.0,6.0,445,6,6,50
cg09580153,688,6,41068724.0,6.0,446,6,6,51
cg09758420,689,6,41343830.0,6.0,447,6,6,52
cg23616309,690,6,41701882.0,6.0,448,6,6,53
cg07445691,691,6,43655664.0,6.0,449,6,6,54
cg07337446,692,6,46517898.0,6.0,450,6,6,55
cg19862344,694,6,49605181.0,6.0,451,6,6,56
cg22301664,696,6,74072820.0,6.0,452,6,6,57
cg15408020,697,6,74987753.0,6.0,453,6,6,58
cg17634797,698,6,75945095.0,6.0,454,6,6,59
cg25107268,702,6,89673349.0,6.0,455,6,6,60
cg23608868,704,6,91648624.0,6.0,456,6,6,61
cg12026529,705,6,99128672.0,6.0,457,6,6,62
cg17398252,706,6,105585179.0,6.0,458,6,6,63
cg07944936,707,6,107950685.0,6.0,459,6,6,64
cg01646423,708,6,110682827.0,6.0,460,6,6,65
cg21741010,709,6,116832611.0,6.0,461,6,6,66
cg19032271,710,6,116892595.0,6.0,462,6,6,67
cg24671202,711,6,116938100.0,6.0,463,6,6,68
cg12636197,712,6,116998190.0,6.0,464,6,6,69
cg16783819,714,6,122720842.0,6.0,465,6,6,70
cg09526708,715,6,127442648.0,6.0,466,6,6,71
cg12148919,717,6,128841705.0,6.0,467,6,6,72
cg16800851,718,6,130339565.0,6.0,468,6,6,73
cg16630085,719,6,132580009.0,6.0,469,6,6,74
cg17689707,722,6,134638871.0,6.0,470,6,6,75
cg04903623,724,6,137795451.0,6.0,471,6,6,76
cg09909523,729,6,154727665.0,6.0,472,6,6,77
cg02210140,732,6,155635646.0,6.0,473,6,6,78
cg20364594,734,6,158981615.0,6.0,474,6,6,79
cg19483159,735,6,159066182.0,6.0,475,6,6,80
cg14515483,738,6,160113813.0,6.0,476,6,6,81
cg15850155,741,6,160426268.0,6.0,477,6,6,82
cg09221482,743,6,161557754.0,6.0,478,6,6,83
cg09655876,744,6,161561066.0,6.0,479,6,6,84
cg11342941,745,6,161561121.0,6.0,480,6,6,85
cg26812362,746,6,167040675.0,6.0,481,6,6,86
cg13927040,747,6,167453801.0,6.0,482,6,6,87
cg23601495,749,6,168473054.0,6.0,483,6,6,88
cg14972139,750,6,168559456.0,6.0,484,6,6,89
cg27534396,751,6,168615242.0,6.0,485,6,6,90
cg19152809,752,6,170047908.0,6.0,486,6,6,91
cg25588120,753,6,170059273.0,6.0,487,6,6,92
cg17925026,754,6,170066024.0,6.0,488,6,6,93
cg24218279,755,6,170374383.0,6.0,489,6,6,94
cg09848943,757,6,170861929.0,6.0,490,6,6,95
cg25980689,759,7,187339.0,7.0,491,7,7,1
cg02664177,760,7,537828.0,7.0,492,7,7,2
cg12302797,761,7,1097123.0,7.0,493,7,7,3
cg16232530,762,7,1097131.0,7.0,494,7,7,4
cg10055222,763,7,1125111.0,7.0,495,7,7,5
