cpg_id,original_index,CHR,MAPINFO,chr_order,genome_rank
cg19263494,149,1,156181616.0,1.0,104
cg15070096,150,1,156470876.0,1.0,105
cg03892457,152,1,159157066.0,1.0,106
cg08901901,153,1,160951907.0,1.0,107
cg25844162,157,1,171454594.0,1.0,108
cg24688413,160,1,177898864.0,1.0,109
cg06871311,161,1,178062849.0,1.0,110
cg22860181,164,1,182922502.0,1.0,111
cg08913815,166,1,193028592.0,1.0,112
cg00891176,168,1,201082731.0,1.0,113
cg16993579,170,1,202311052.0,1.0,114
cg00805880,171,1,203045044.0,1.0,115
cg23371584,172,1,203275927.0,1.0,116
cg24602552,173,1,204654410.0,1.0,117
cg24441577,174,1,209738176.0,1.0,118
cg10382148,176,1,209954182.0,1.0,119
cg21604539,177,1,209957750.0,1.0,120
cg05062446,179,1,219347252.0,1.0,121
cg26332740,182,1,228196227.0,1.0,122
cg01195848,183,1,228466165.0,1.0,123
cg01328548,186,1,231297737.0,1.0,124
cg04096525,187,1,231356725.0,1.0,125
cg04158884,189,1,233086346.0,1.0,126
cg15203632,190,1,233763901.0,1.0,127
cg21930061,191,1,235321377.0,1.0,128
cg05046722,194,1,240855271.0,1.0,129
cg10335826,195,1,240989308.0,1.0,130
cg08109624,196,1,242220925.0,1.0,131
cg21382878,197,1,245847603.0,1.0,132
cg04617936,199,2,214353.0,2.0,133
cg03468349,200,2,264164.0,2.0,134
cg10902693,202,2,875509.0,2.0,135
cg03326215,203,2,2328391.0,2.0,136
cg20292653,205,2,5847374.0,2.0,137
cg11044724,206,2,7005733.0,2.0,138
cg21952484,207,2,8977389.0,2.0,139
cg15424233,208,2,9865477.0,2.0,140
cg06193988,210,2,10442521.0,2.0,141
cg02680566,212,2,19559792.0,2.0,142
cg24703400,214,2,21880071.0,2.0,143
cg10077706,215,2,23609231.0,2.0,144
cg03480346,217,2,24232603.0,2.0,145
cg19489797,220,2,25475140.0,2.0,146
cg00912598,221,2,25475287.0,2.0,147
cg02855981,222,2,26204237.0,2.0,148
cg20091297,226,2,37572423.0,2.0,149
cg01184449,228,2,42396170.0,2.0,150
cg05208381,229,2,45870771.0,2.0,151
cg11501862,230,2,46524365.0,2.0,152
cg24539668,231,2,47499521.0,2.0,153
cg11692772,232,2,48667747.0,2.0,154
cg02470697,233,2,48844916.0,2.0,155
cg08556541,234,2,54861563.0,2.0,156
cg18349258,235,2,55844203.0,2.0,157
cg12180123,237,2,60983194.0,2.0,158
cg00408964,238,2,64245679.0,2.0,159
cg13451280,240,2,68870812.0,2.0,160
cg01926706,242,2,70521984.0,2.0,161
cg03875632,247,2,74684566.0,2.0,162
cg06621027,250,2,80179759.0,2.0,163
cg00257047,251,2,88849457.0,2.0,164
cg17844035,253,2,96427173.0,2.0,165
cg03219514,256,2,98350753.0,2.0,166
cg26347089,257,2,98928689.0,2.0,167
cg02079111,260,2,105885981.0,2.0,168
cg01785449,261,2,105954330.0,2.0,169
cg26585007,263,2,112655072.0,2.0,170
cg13053817,266,2,113915312.0,2.0,171
cg15356320,270,2,127818000.0,2.0,172
cg11957777,271,2,128015142.0,2.0,173
cg05824768,272,2,128331478.0,2.0,174
cg18012383,273,2,130939151.0,2.0,175
cg10121518,274,2,131794483.0,2.0,176
cg19589919,276,2,135476701.0,2.0,177
cg07508773,285,2,160143020.0,2.0,178
cg16877087,287,2,161504834.0,2.0,179
cg04004632,289,2,162272604.0,2.0,180
cg18395675,290,2,168149401.0,2.0,181
cg04105250,293,2,171679114.0,2.0,182
cg13526756,294,2,175595575.0,2.0,183
cg18440474,295,2,175869653.0,2.0,184
cg14390568,299,2,187625485.0,2.0,185
cg00982548,302,2,198649783.0,2.0,186
cg10547527,304,2,198650123.0,2.0,187
cg01413546,305,2,200323768.0,2.0,188
cg10517317,306,2,208352906.0,2.0,189
cg26232945,307,2,208798601.0,2.0,190
cg13765685,309,2,218196152.0,2.0,191
cg20398120,310,2,219696690.0,2.0,192
cg21665557,312,2,220427342.0,2.0,193
cg07873848,314,2,223288635.0,2.0,194
cg16598292,315,2,223536291.0,2.0,195
cg00727310,316,2,227662704.0,2.0,196
cg19187155,321,2,232395269.0,2.0,197
cg06272010,322,2,233924801.0,2.0,198
cg18543018,324,2,236961065.0,2.0,199
cg16791143,326,2,239889357.0,2.0,200
cg17030841,327,2,240323363.0,2.0,201
cg07105412,328,2,241197370.0,2.0,202
cg03477904,330,2,242040840.0,2.0,203
cg13388615,332,2,242878809.0,2.0,204
cg03915645,333,3,9344441.0,3.0,205
cg25146976,334,3,9550667.0,3.0,206
cg22581219,337,3,12837996.0,3.0,207
cg04842790,338,3,13203290.0,3.0,208
cg18313416,339,3,13420961.0,3.0,209
cg11099600,341,3,14558454.0,3.0,210
cg17387903,342,3,24875040.0,3.0,211
cg27569887,344,3,30045896.0,3.0,212
cg01962018,347,3,39424819.0,3.0,213
cg09695948,348,3,39470478.0,3.0,214
cg25112848,349,3,39470521.0,3.0,215
cg23231268,354,3,46792462.0,3.0,216
cg00721062,355,3,46797928.0,3.0,217
cg17581925,356,3,46798240.0,3.0,218
cg04122858,357,3,46799010.0,3.0,219
cg21593952,358,3,46801208.0,3.0,220
cg00373275,359,3,46875226.0,3.0,221
cg04507495,360,3,47563649.0,3.0,222
cg16357930,361,3,48465206.0,3.0,223
cg24032752,362,3,50388670.0,3.0,224
cg24616795,366,3,53032891.0,3.0,225
cg26129759,368,3,53926056.0,3.0,226
cg18697348,369,3,53926080.0,3.0,227
cg00777555,373,3,57583074.0,3.0,228
cg19049316,374,3,61237063.0,3.0,229
cg05362669,375,3,61547285.0,3.0,230
cg03520983,376,3,61547287.0,3.0,231
cg10597192,377,3,64227700.0,3.0,232
cg09616536,378,3,64670013.0,3.0,233
cg17626022,379,3,64673914.0,3.0,234
cg13895544,380,3,66550922.0,3.0,235
cg02135728,386,3,97486613.0,3.0,236
cg24153548,387,3,100119764.0,3.0,237
cg06210969,389,3,120067732.0,3.0,238
cg14567877,392,3,123071300.0,3.0,239
cg15993383,393,3,123167507.0,3.0,240
cg00890840,394,3,123603455.0,3.0,241
cg09597785,399,3,126194459.0,3.0,242
cg17295957,401,3,127006803.0,3.0,243
cg02727530,403,3,128712175.0,3.0,244
cg20264543,404,3,128787213.0,3.0,245
cg16330550,407,3,137365844.0,3.0,246
cg00826921,408,3,143692146.0,3.0,247
cg06749174,411,3,170627029.0,3.0,248
cg16170237,412,3,171161784.0,3.0,249
cg08366277,414,3,172429092.0,3.0,250
cg16202598,415,3,179322434.0,3.0,251
cg10152627,416,3,182218332.0,3.0,252
cg21794419,418,3,182973032.0,3.0,253
cg00902763,419,3,183750690.0,3.0,254
cg16289175,420,3,183898788.0,3.0,255
cg07780856,421,3,183967543.0,3.0,256
cg25777212,422,3,184429389.0,3.0,257
cg22984571,423,3,186490656.0,3.0,258
cg00951972,424,3,186490777.0,3.0,259
cg17809494,425,3,188572244.0,3.0,260
cg15260248,426,3,189829092.0,3.0,261
cg27295197,427,3,193721047.0,3.0,262
cg06726099,429,3,195940674.0,3.0,263
cg18558476,431,3,197145694.0,3.0,264
cg26396290,432,3,197246837.0,3.0,265
cg16619777,433,4,503198.0,4.0,266
cg00462007,434,4,582634.0,4.0,267
cg14524897,435,4,890520.0,4.0,268
cg01802687,436,4,1320135.0,4.0,269
cg19621877,438,4,1393418.0,4.0,270
cg11174255,439,4,1513259.0,4.0,271
cg16262559,440,4,1535729.0,4.0,272
cg22112476,442,4,1714772.0,4.0,273
cg12503110,446,4,2760420.0,4.0,274
cg07857119,447,4,3643959.0,4.0,275
cg13105766,449,4,3881390.0,4.0,276
cg09866119,450,4,4291695.0,4.0,277
cg11857013,452,4,6596344.0,4.0,278
cg09058931,453,4,6611636.0,4.0,279
cg10281378,457,4,8651225.0,4.0,280
cg25106707,459,4,15341523.0,4.0,281
cg00588499,462,4,24227960.0,4.0,282
cg15650745,463,4,24274965.0,4.0,283
cg11099684,464,4,26402889.0,4.0,284
cg26865481,466,4,41206196.0,4.0,285
cg01254575,469,4,44451009.0,4.0,286
cg07266616,472,4,55093241.0,4.0,287
cg17286640,473,4,55991202.0,4.0,288
cg04026044,477,4,74452103.0,4.0,289
cg23973123,479,4,81207949.0,4.0,290
cg26363580,480,4,82393369.0,4.0,291
cg00658367,485,4,101732612.0,4.0,292
cg14129775,486,4,107957941.0,4.0,293
cg06981781,487,4,110842888.0,4.0,294
cg26147311,489,4,114748506.0,4.0,295
cg04264549,490,4,128543924.0,4.0,296
cg11149566,491,4,129260147.0,4.0,297
cg25428846,492,4,141107931.0,4.0,298
cg22850925,495,4,146743669.0,4.0,299
cg06214807,496,4,146858930.0,4.0,300
cg07275757,498,4,149189974.0,4.0,301
cg05926478,499,4,151174724.0,4.0,302
cg00217225,500,4,153213645.0,4.0,303
cg13198594,501,4,169239550.0,4.0,304
cg07410872,503,4,174451455.0,4.0,305
cg09593291,504,4,179734220.0,4.0,306
cg08448170,505,4,183769251.0,4.0,307
cg19136454,508,4,187404958.0,4.0,308
cg20421996,509,4,187499376.0,4.0,309
cg13340126,510,5,502034.0,5.0,310
cg07855874,511,5,965717.0,5.0,311
cg26054540,512,5,1009204.0,5.0,312
cg25388971,513,5,1085895.0,5.0,313
cg20779239,514,5,1156453.0,5.0,314
cg20471798,515,5,1405330.0,5.0,315
cg10420578,516,5,1430867.0,5.0,316
cg20742562,517,5,1800684.0,5.0,317
cg01987362,518,5,1827066.0,5.0,318
cg14970046,519,5,1880021.0,5.0,319
cg02005490,520,5,1959850.0,5.0,320
cg18699526,521,5,2132878.0,5.0,321
cg04492807,522,5,2225108.0,5.0,322
cg05523057,524,5,2668571.0,5.0,323
cg09203716,525,5,3536156.0,5.0,324
cg27048363,526,5,6348254.0,5.0,325
cg10502571,527,5,6572919.0,5.0,326
cg07391392,528,5,7826900.0,5.0,327
cg25484373,531,5,10250304.0,5.0,328
cg11410032,532,5,10972070.0,5.0,329
cg03872649,534,5,14012034.0,5.0,330
cg26267481,538,5,33440240.0,5.0,331
cg20820249,539,5,37379267.0,5.0,332
cg10938702,540,5,43039867.0,5.0,333
cg05551979,541,5,43040548.0,5.0,334
cg03723510,542,5,43040559.0,5.0,335
cg07136635,543,5,52096641.0,5.0,336
cg01768981,545,5,54529226.0,5.0,337
cg27568809,546,5,55291388.0,5.0,338
cg08500112,549,5,59086432.0,5.0,339
cg10909625,556,5,76370281.0,5.0,340
cg08821656,557,5,76373091.0,5.0,341
cg13632070,559,5,79552065.0,5.0,342
cg00235933,560,5,79865808.0,5.0,343
cg20414996,561,5,79865995.0,5.0,344
cg25342875,564,5,93076910.0,5.0,345
cg18420790,567,5,111093913.0,5.0,346
cg15165084,571,5,125759291.0,5.0,347
cg04280969,574,5,126626092.0,5.0,348
cg21138501,577,5,137800068.0,5.0,349
cg23382149,578,5,138155416.0,5.0,350
cg14677912,579,5,140019017.0,5.0,351
cg24131891,584,5,150036399.0,5.0,352
cg07261920,587,5,156885069.0,5.0,353
cg14658804,591,5,168728213.0,5.0,354
cg10473508,594,5,172068142.0,5.0,355
cg01776188,595,5,172664082.0,5.0,356
cg19466180,598,5,176170478.0,5.0,357
cg12888080,599,5,176289125.0,5.0,358
cg00483154,600,5,176943504.0,5.0,359
cg00524694,601,5,177387682.0,5.0,360
cg03127127,602,5,178053470.0,5.0,361
cg18652367,605,5,180017689.0,5.0,362
cg00514575,606,5,180231155.0,5.0,363
cg02352685,607,5,180377617.0,5.0,364
cg18665209,608,5,180397332.0,5.0,365
cg19850149,609,5,180397496.0,5.0,366
cg26181490,610,5,180634758.0,5.0,367
cg05920998,611,6,656504.0,6.0,368
cg08433110,612,6,1684468.0,6.0,369
cg05155977,614,6,3180625.0,6.0,370
cg25211525,615,6,3751739.0,6.0,371
cg10596692,620,6,10633457.0,6.0,372
cg15289427,627,6,24911001.0,6.0,373
cg15969227,630,6,26745279.0,6.0,374
cg03359964,631,6,27125955.0,6.0,375
cg16976310,632,6,27862785.0,6.0,376
cg19592336,633,6,28129416.0,6.0,377
cg00337181,634,6,28548673.0,6.0,378
cg21229184,635,6,28710807.0,6.0,379
cg27304020,636,6,28956327.0,6.0,380
cg22124493,638,6,29717032.0,6.0,381
cg09565472,639,6,29761075.0,6.0,382
cg10794086,640,6,30455964.0,6.0,383
cg04655699,641,6,30512550.0,6.0,384
cg06855286,643,6,31010597.0,6.0,385
cg18892128,644,6,31409575.0,6.0,386
cg21222743,645,6,31543545.0,6.0,387
cg04573510,646,6,31707458.0,6.0,388
cg01402832,647,6,31747269.0,6.0,389
cg15269027,648,6,31865759.0,6.0,390
cg01291920,649,6,31915077.0,6.0,391
cg04693787,651,6,31936702.0,6.0,392
cg25596754,652,6,32026610.0,6.0,393
cg23663129,653,6,32095201.0,6.0,394
cg11404906,654,6,32551749.0,6.0,395
cg17416722,655,6,32554385.0,6.0,396
cg16501436,656,6,32821039.0,6.0,397
cg02567488,657,6,32822565.0,6.0,398
cg08010331,659,6,33038032.0,6.0,399
cg09234582,660,6,33048286.0,6.0,400
cg02197634,661,6,33048875.0,6.0,401
cg10301967,662,6,33240022.0,6.0,402
cg22875823,663,6,33400543.0,6.0,403
cg00657095,666,6,35310123.0,6.0,404
cg09556447,667,6,36927100.0,6.0,405
cg04581728,670,6,38690157.0,6.0,406
cg24369185,672,6,41341601.0,6.0,407
cg08608836,676,6,46097392.0,6.0,408
cg18116815,677,6,46288667.0,6.0,409
cg27638713,678,6,52149159.0,6.0,410
cg06706183,679,6,53409856.0,6.0,411
cg15045441,680,6,72130432.0,6.0,412
cg11258043,682,6,73972820.0,6.0,413
cg21427300,684,6,74233399.0,6.0,414
cg07764171,687,6,83775765.0,6.0,415
cg05593336,689,6,85361633.0,6.0,416
cg08747277,691,6,96048126.0,6.0,417
cg27153155,692,6,100901804.0,6.0,418
cg18347442,693,6,106868843.0,6.0,419
cg23204345,696,6,108882184.0,6.0,420
cg09865955,697,6,108986763.0,6.0,421
cg25357155,698,6,111408765.0,6.0,422
cg20415643,699,6,117746850.0,6.0,423
cg02590856,700,6,117923645.0,6.0,424
cg16975695,701,6,122792759.0,6.0,425
cg10308749,703,6,126080335.0,6.0,426
cg23226631,705,6,135174920.0,6.0,427
cg12546582,706,6,136192107.0,6.0,428
cg11908557,708,6,143268469.0,6.0,429
cg15443174,709,6,146284796.0,6.0,430
cg26419712,712,6,149721376.0,6.0,431
cg00836641,713,6,149867939.0,6.0,432
cg03446012,718,6,151646601.0,6.0,433
cg18245460,719,6,151646651.0,6.0,434
cg12794224,720,6,151646761.0,6.0,435
cg25855249,721,6,151646817.0,6.0,436
cg06019170,722,6,151646957.0,6.0,437
cg10758676,724,6,158010406.0,6.0,438
cg12895760,725,6,159178966.0,6.0,439
cg15758783,728,6,160221183.0,6.0,440
cg26834192,730,6,161561031.0,6.0,441
cg09655876,731,6,161561066.0,6.0,442
cg11342941,732,6,161561121.0,6.0,443
cg17566334,733,6,163514605.0,6.0,444
cg07343445,734,6,163673130.0,6.0,445
cg22702351,735,6,163673239.0,6.0,446
cg12532095,737,6,166260964.0,6.0,447
cg12798411,739,6,167649384.0,6.0,448
cg14039230,740,6,168121534.0,6.0,449
cg16001811,741,6,168197177.0,6.0,450
cg23764533,743,6,168476759.0,6.0,451
cg14943135,744,6,168558115.0,6.0,452
cg26668906,746,6,169086272.0,6.0,453
cg21732383,747,6,169654692.0,6.0,454
cg12035402,748,6,170559277.0,6.0,455
cg02820566,749,7,187254.0,7.0,456
cg25980689,750,7,187339.0,7.0,457
cg26058731,751,7,569689.0,7.0,458
cg06348187,753,7,899806.0,7.0,459
cg24921614,754,7,919082.0,7.0,460
cg16404364,755,7,1006746.0,7.0,461
cg01794468,756,7,1123907.0,7.0,462
cg08472276,757,7,1133186.0,7.0,463
cg27376870,758,7,1581583.0,7.0,464
cg05279229,760,7,1896384.0,7.0,465
cg26881139,761,7,1913830.0,7.0,466
cg17551891,763,7,1960795.0,7.0,467
cg16476700,764,7,2069840.0,7.0,468
cg08465311,765,7,2135161.0,7.0,469
cg05095590,766,7,2139259.0,7.0,470
cg01827726,768,7,2673408.0,7.0,471
cg01572891,769,7,4184354.0,7.0,472
cg04526616,770,7,4757846.0,7.0,473
cg08265282,771,7,4825202.0,7.0,474
cg27657926,774,7,6193974.0,7.0,475
cg01242677,776,7,16439847.0,7.0,476
cg24885417,779,7,24323764.0,7.0,477
cg25884711,780,7,24323840.0,7.0,478
cg21097881,781,7,24323939.0,7.0,479
cg24245418,782,7,24324976.0,7.0,480
cg13931228,783,7,24612418.0,7.0,481
cg15575538,784,7,25894005.0,7.0,482
cg00288327,785,7,27135566.0,7.0,483
cg04073257,786,7,27190558.0,7.0,484
cg20994254,787,7,27227340.0,7.0,485
cg02194223,788,7,27285433.0,7.0,486
cg23274247,793,7,38358683.0,7.0,487
cg23002316,794,7,51698597.0,7.0,488
cg16668896,795,7,54900801.0,7.0,489
cg11187427,800,7,73082056.0,7.0,490
cg16742763,803,7,74489750.0,7.0,491
cg07588113,804,7,89874465.0,7.0,492
cg10780234,805,7,97823768.0,7.0,493
cg26687381,807,7,98602596.0,7.0,494
cg18153624,809,7,100425567.0,7.0,495
cg00623312,811,7,101630839.0,7.0,496
cg05755837,812,7,102937659.0,7.0,497
cg13032151,813,7,105650200.0,7.0,498
cg06593906,814,7,107026925.0,7.0,499
cg20959907,816,7,111368847.0,7.0,500
cg26130645,818,7,116502393.0,7.0,501
cg23390958,820,7,122262775.0,7.0,502
cg02929073,821,7,126892249.0,7.0,503
cg06903658,822,7,127532361.0,7.0,504
cg27488370,823,7,128046294.0,7.0,505
cg06785701,824,7,128765077.0,7.0,506
cg21449170,826,7,130419062.0,7.0,507
cg15227302,829,7,135195347.0,7.0,508
cg10276834,831,7,136575360.0,7.0,509
cg08245274,832,7,137531258.0,7.0,510
cg24007833,833,7,138459617.0,7.0,511
cg06776709,835,7,139021255.0,7.0,512
cg21200382,837,7,140103764.0,7.0,513
cg03770962,838,7,148477754.0,7.0,514
cg23018117,841,7,150413687.0,7.0,515
cg27573031,842,7,150554420.0,7.0,516
cg08142884,846,7,155369424.0,7.0,517
cg11868634,847,7,155797461.0,7.0,518
cg21531654,848,7,155834151.0,7.0,519
cg07691705,850,7,156802325.0,7.0,520
cg00024086,851,7,156814491.0,7.0,521
cg10249637,853,7,157655436.0,7.0,522
cg19584649,854,7,158607898.0,7.0,523
cg21480740,855,7,158819193.0,7.0,524
cg06563229,856,7,158886098.0,7.0,525
cg20916500,857,8,652685.0,8.0,526
cg26006558,858,8,1101542.0,8.0,527
cg19845127,859,8,1320565.0,8.0,528
cg14484973,861,8,1424626.0,8.0,529
cg20257821,862,8,1500400.0,8.0,530
cg12734820,863,8,1890640.0,8.0,531
cg01880541,864,8,2146870.0,8.0,532
cg12345456,867,8,9911630.0,8.0,533
cg23436576,869,8,11204132.0,8.0,534
cg21775007,870,8,11205619.0,8.0,535
cg07392449,871,8,11324666.0,8.0,536
cg23285059,874,8,12237780.0,8.0,537
cg10007777,875,8,20107758.0,8.0,538
cg18317494,876,8,22014496.0,8.0,539
cg09535960,877,8,23193704.0,8.0,540
cg11823496,878,8,23553798.0,8.0,541
cg22978087,880,8,24814126.0,8.0,542
cg24337010,882,8,27094082.0,8.0,543
cg06065245,883,8,27779151.0,8.0,544
cg24141036,884,8,38758705.0,8.0,545
cg00930833,886,8,41168264.0,8.0,546
cg23668222,888,8,41542092.0,8.0,547
cg23335916,890,8,42578842.0,8.0,548
cg03188390,891,8,43131535.0,8.0,549
cg13678428,892,8,47015868.0,8.0,550
cg06695800,893,8,47112438.0,8.0,551
cg18563812,897,8,53044888.0,8.0,552
cg10205753,898,8,54792627.0,8.0,553
cg02618555,899,8,57803480.0,8.0,554
cg10899904,902,8,74005557.0,8.0,555
cg26288159,903,8,74097733.0,8.0,556
cg02338142,906,8,82634603.0,8.0,557
cg09386971,907,8,82644505.0,8.0,558
cg23311531,909,8,94712629.0,8.0,559
cg20537987,911,8,97004219.0,8.0,560
cg05800758,913,8,101225800.0,8.0,561
cg11397370,914,8,102504479.0,8.0,562
cg08372619,918,8,109799518.0,8.0,563
cg06201372,919,8,124054732.0,8.0,564
cg11829072,920,8,125463024.0,8.0,565
cg26547947,921,8,125463066.0,8.0,566
cg05013438,922,8,125631251.0,8.0,567
cg23203918,924,8,128235836.0,8.0,568
cg17047106,925,8,131961479.0,8.0,569
cg09283750,926,8,139512083.0,8.0,570
cg16927379,929,8,140950075.0,8.0,571
cg06730756,933,8,142198993.0,8.0,572
cg06768944,934,8,142216276.0,8.0,573
cg22226804,935,8,142482939.0,8.0,574
cg26550068,936,8,142613273.0,8.0,575
cg11827514,937,8,143125722.0,8.0,576
cg05081514,938,8,143413129.0,8.0,577
cg14304364,939,8,143807962.0,8.0,578
cg10918419,940,8,143808262.0,8.0,579
cg01854491,942,8,144815021.0,8.0,580
cg04796498,944,8,145509700.0,8.0,581
cg23516001,945,8,145516219.0,8.0,582
cg24611631,948,9,4490288.0,9.0,583
cg18902978,950,9,6703949.0,9.0,584
cg01785060,955,9,14693082.0,9.0,585
cg13912480,960,9,34370820.0,9.0,586
cg13746854,961,9,34370894.0,9.0,587
cg01327147,962,9,34371380.0,9.0,588
cg14511376,963,9,35607900.0,9.0,589
cg04482597,964,9,37486041.0,9.0,590
cg14359492,966,9,73034056.0,9.0,591
cg14045486,967,9,78505662.0,9.0,592
cg11466908,970,9,94123704.0,9.0,593
cg06202984,972,9,98079903.0,9.0,594
cg13471365,977,9,100952835.0,9.0,595
cg14157578,979,9,110764967.0,9.0,596
cg14000687,981,9,111881604.0,9.0,597
cg01601476,982,9,112080848.0,9.0,598
cg14286378,983,9,112168786.0,9.0,599
cg13408027,984,9,116133216.0,9.0,600
cg14470803,989,9,122132379.0,9.0,601
cg13593689,992,9,129986794.0,9.0,602
cg14392066,993,9,130497359.0,9.0,603
cg19864487,996,9,131843183.0,9.0,604
cg21235108,998,9,132638251.0,9.0,605
cg14578355,1000,9,133711168.0,9.0,606
cg13422850,1002,9,135116388.0,9.0,607
cg13811879,1003,9,136556337.0,9.0,608
cg14335159,1005,9,137426436.0,9.0,609
cg13932122,1006,9,138192282.0,9.0,610
cg13780207,1008,9,138899186.0,9.0,611
cg06419959,1009,9,140354043.0,9.0,612
cg13425279,1010,9,140818325.0,9.0,613
cg23027329,1012,10,603950.0,10.0,614
cg11848113,1013,10,661159.0,10.0,615
cg13984756,1014,10,678263.0,10.0,616
cg22656048,1015,10,696356.0,10.0,617
cg12639192,1016,10,1166782.0,10.0,618
cg19012696,1017,10,1546821.0,10.0,619
cg07735920,1018,10,2815547.0,10.0,620
cg13454226,1020,10,3823758.0,10.0,621
cg05289897,1021,10,3904141.0,10.0,622
cg12506775,1022,10,5734571.0,10.0,623
cg03832371,1023,10,7290545.0,10.0,624
cg02353184,1024,10,7454561.0,10.0,625
cg25575628,1026,10,7709639.0,10.0,626
cg06022942,1027,10,8095484.0,10.0,627
cg11018337,1028,10,8095495.0,10.0,628
cg02939598,1030,10,11386395.0,10.0,629
cg03902201,1031,10,13425201.0,10.0,630
cg09610735,1035,10,22609918.0,10.0,631
cg07171687,1036,10,22843607.0,10.0,632
